Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload for Shift
771,Welding,High,5,Pack Assembly,Flexible,4.9,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
772,Welding,Medium,3,Final Testing,Morning,5.0,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
773,Mechanical Assembly,High,2,Cell Assembly,Evening,3.6,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
774,BMS Integration,Medium,7,Final Testing,Evening,3.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
775,Quality Inspection,High,7,Pack Assembly,Flexible,4.0,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
776,Welding,Medium,1,Final Testing,Morning,3.8,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
777,Electrical Wiring,Medium,4,Module Assembly,Morning,3.4,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
778,Packaging,High,6,Pack Assembly,Flexible,4.0,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
779,Packaging,Low,2,Final Testing,Flexible,3.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
780,Packaging,Medium,1,Module Assembly,Evening,4.3,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
781,Robotics,Low,3,Pack Assembly,Night,4.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
782,Robotics,Medium,4,Module Assembly,Flexible,4.1,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
783,Quality Inspection,Medium,8,Module Assembly,Evening,3.8,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
784,Mechanical Assembly,Low,3,Final Testing,Morning,4.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
785,Mechanical Assembly,High,6,Module Assembly,Evening,3.2,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
786,Packaging,Low,5,Module Assembly,Morning,3.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
787,Soldering,High,1,Cell Assembly,Flexible,4.5,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
788,Mechanical Assembly,Medium,4,Pack Assembly,Morning,3.8,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
789,Soldering,High,8,Module Assembly,Evening,4.0,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
790,Quality Inspection,Low,2,Module Assembly,Morning,4.9,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
791,Quality Inspection,Medium,1,Cell Assembly,Night,4.3,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
792,BMS Integration,High,8,Module Assembly,Night,4.2,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
793,Packaging,Low,2,Module Assembly,Night,3.7,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
794,Soldering,Low,1,Cell Assembly,Night,3.4,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
795,Welding,High,4,Pack Assembly,Flexible,4.8,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
796,Mechanical Assembly,Medium,1,Cell Assembly,Night,3.7,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
797,Soldering,Medium,1,Cell Assembly,Morning,4.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
798,Robotics,Low,1,Module Assembly,Morning,4.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
799,Welding,Medium,3,Pack Assembly,Flexible,3.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
800,Robotics,Medium,4,Module Assembly,Flexible,4.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
801,Welding,Medium,8,Pack Assembly,Morning,3.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
802,Robotics,Low,1,Pack Assembly,Evening,4.3,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
803,Soldering,Low,5,Cell Assembly,Evening,4.6,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
804,Welding,Low,7,Final Testing,Evening,4.2,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
805,Packaging,High,4,Cell Assembly,Flexible,3.0,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
806,BMS Integration,High,8,Final Testing,Night,3.0,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
807,Robotics,Medium,4,Cell Assembly,Night,3.7,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
808,Electrical Wiring,Medium,6,Module Assembly,Flexible,4.4,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
809,Electrical Wiring,Medium,7,Pack Assembly,Night,3.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
810,Robotics,Medium,5,Cell Assembly,Flexible,4.5,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
811,Welding,Low,7,Pack Assembly,Morning,4.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
812,Quality Inspection,Low,7,Pack Assembly,Morning,3.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
813,Packaging,Low,2,Module Assembly,Flexible,3.2,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
814,Robotics,High,3,Pack Assembly,Flexible,4.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
815,Quality Inspection,High,8,Module Assembly,Flexible,4.7,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
816,Mechanical Assembly,High,8,Final Testing,Flexible,3.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
817,Welding,Medium,8,Pack Assembly,Morning,4.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
818,Soldering,Medium,8,Final Testing,Evening,4.1,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
819,BMS Integration,Medium,7,Module Assembly,Evening,3.4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
820,Welding,Low,7,Pack Assembly,Evening,3.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
821,BMS Integration,Medium,7,Final Testing,Evening,4.1,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
822,Soldering,Medium,6,Module Assembly,Flexible,4.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
823,Robotics,Medium,3,Final Testing,Flexible,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
824,Packaging,Low,8,Cell Assembly,Night,4.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
825,Soldering,Medium,3,Pack Assembly,Evening,3.9,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
826,BMS Integration,Low,8,Final Testing,Morning,3.4,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
827,Electrical Wiring,High,4,Pack Assembly,Evening,4.8,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
828,Welding,Low,6,Pack Assembly,Morning,4.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
829,Electrical Wiring,High,6,Pack Assembly,Flexible,3.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
830,Welding,Low,5,Cell Assembly,Morning,4.6,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
831,Robotics,Medium,5,Pack Assembly,Evening,4.0,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
832,Packaging,Medium,5,Pack Assembly,Morning,4.0,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
833,Packaging,High,5,Final Testing,Morning,3.1,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
834,Quality Inspection,Medium,5,Module Assembly,Night,4.3,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
835,BMS Integration,Low,6,Pack Assembly,Flexible,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
836,Quality Inspection,High,4,Pack Assembly,Morning,3.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
837,Mechanical Assembly,Medium,2,Cell Assembly,Flexible,4.2,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
838,Robotics,High,5,Cell Assembly,Evening,4.5,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
839,Mechanical Assembly,Low,6,Final Testing,Flexible,4.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
840,Soldering,High,7,Module Assembly,Night,4.5,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
841,Packaging,High,2,Final Testing,Morning,4.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
842,Automation,Low,3,Final Testing,Night,3.6,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
843,Robotics,Low,2,Pack Assembly,Morning,3.7,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
844,Mechanical Assembly,Low,2,Cell Assembly,Evening,4.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
845,Welding,Low,1,Cell Assembly,Morning,3.3,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
846,Automation,Low,7,Module Assembly,Evening,3.0,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
847,BMS Integration,Low,3,Pack Assembly,Evening,4.6,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
848,Quality Inspection,Medium,2,Cell Assembly,Evening,3.6,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
849,Electrical Wiring,Medium,5,Pack Assembly,Evening,3.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
850,Welding,High,4,Pack Assembly,Flexible,4.5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
851,Mechanical Assembly,High,8,Pack Assembly,Night,3.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
852,Soldering,Medium,6,Final Testing,Morning,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
853,Mechanical Assembly,Low,7,Module Assembly,Night,3.8,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
854,Robotics,Medium,3,Module Assembly,Night,3.5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
855,Welding,Medium,7,Pack Assembly,Morning,3.8,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
856,Packaging,High,1,Module Assembly,Night,3.5,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
857,Automation,High,5,Cell Assembly,Morning,4.2,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
858,Welding,High,4,Final Testing,Night,3.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
859,Welding,High,1,Cell Assembly,Evening,3.2,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
860,Mechanical Assembly,High,5,Cell Assembly,Evening,3.1,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
861,Packaging,High,2,Final Testing,Morning,4.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
862,Electrical Wiring,Low,5,Pack Assembly,Flexible,4.0,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
863,Soldering,Low,5,Pack Assembly,Morning,3.2,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
864,BMS Integration,Low,7,Cell Assembly,Evening,3.7,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
865,Electrical Wiring,Medium,6,Cell Assembly,Flexible,3.7,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
866,BMS Integration,Low,5,Final Testing,Night,3.8,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
867,Quality Inspection,High,3,Module Assembly,Night,4.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
868,Welding,Low,8,Pack Assembly,Morning,4.1,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
869,Electrical Wiring,Medium,2,Final Testing,Evening,3.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
870,Automation,Low,6,Pack Assembly,Morning,4.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
871,Quality Inspection,Low,2,Module Assembly,Evening,4.0,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
872,Automation,Medium,8,Final Testing,Evening,3.7,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
873,Electrical Wiring,Low,7,Module Assembly,Morning,4.0,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
874,Soldering,High,8,Module Assembly,Evening,3.6,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
875,Mechanical Assembly,High,1,Pack Assembly,Morning,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
876,Soldering,High,4,Module Assembly,Morning,4.5,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
877,BMS Integration,High,3,Cell Assembly,Flexible,4.8,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
878,BMS Integration,High,7,Final Testing,Evening,4.2,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
879,Welding,Medium,5,Final Testing,Evening,3.3,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
880,Quality Inspection,High,6,Cell Assembly,Night,4.8,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
881,BMS Integration,Medium,3,Final Testing,Evening,4.3,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
882,Welding,Low,4,Cell Assembly,Night,4.1,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
883,Mechanical Assembly,High,3,Module Assembly,Night,4.4,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
884,Quality Inspection,High,6,Final Testing,Morning,4.6,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
885,Automation,Low,2,Cell Assembly,Flexible,4.4,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
886,Robotics,Medium,2,Cell Assembly,Morning,3.8,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
887,Robotics,Low,2,Pack Assembly,Night,4.3,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
888,BMS Integration,Low,1,Pack Assembly,Morning,3.1,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
889,Packaging,High,2,Pack Assembly,Flexible,3.3,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
890,Quality Inspection,Low,8,Final Testing,Morning,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
891,Mechanical Assembly,Medium,4,Pack Assembly,Evening,4.1,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
892,Automation,Medium,2,Module Assembly,Flexible,3.6,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
893,Electrical Wiring,Low,2,Module Assembly,Evening,4.8,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
894,Electrical Wiring,Low,2,Cell Assembly,Flexible,3.5,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
895,Soldering,Medium,7,Pack Assembly,Flexible,3.2,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
896,Soldering,Low,3,Cell Assembly,Morning,4.2,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
897,Mechanical Assembly,Medium,7,Final Testing,Evening,3.3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
898,Electrical Wiring,High,8,Final Testing,Night,4.3,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
899,Welding,High,5,Cell Assembly,Morning,4.7,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
900,Packaging,Low,1,Module Assembly,Morning,4.4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
901,Welding,Medium,1,Module Assembly,Night,3.0,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
902,Electrical Wiring,Medium,7,Final Testing,Evening,3.1,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
903,Electrical Wiring,Low,7,Pack Assembly,Morning,4.8,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
904,Packaging,High,5,Pack Assembly,Morning,3.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
905,Soldering,Medium,3,Final Testing,Evening,4.6,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
906,Soldering,Low,6,Pack Assembly,Flexible,3.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
907,Quality Inspection,Medium,1,Module Assembly,Evening,3.6,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
908,Automation,Low,4,Pack Assembly,Night,3.3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
909,Robotics,Low,3,Module Assembly,Night,4.1,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
910,Welding,Low,8,Pack Assembly,Evening,4.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
911,BMS Integration,Medium,6,Cell Assembly,Night,4.6,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
912,Automation,High,8,Module Assembly,Night,3.0,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
913,Automation,High,7,Final Testing,Night,4.8,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
914,BMS Integration,High,2,Cell Assembly,Evening,3.9,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
915,Automation,Medium,7,Pack Assembly,Evening,4.6,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
916,Quality Inspection,Medium,5,Final Testing,Flexible,3.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
917,Welding,Medium,4,Pack Assembly,Morning,3.3,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
918,Robotics,High,7,Pack Assembly,Evening,3.2,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
919,BMS Integration,Low,2,Cell Assembly,Night,4.1,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
920,Packaging,Medium,5,Cell Assembly,Morning,3.3,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
921,Welding,Low,6,Cell Assembly,Evening,3.8,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
922,Packaging,Medium,3,Final Testing,Evening,4.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
923,Electrical Wiring,Medium,2,Module Assembly,Morning,3.0,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
924,Electrical Wiring,Medium,3,Final Testing,Morning,4.1,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
925,Mechanical Assembly,High,3,Final Testing,Night,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
926,BMS Integration,Low,3,Module Assembly,Morning,3.8,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
927,Automation,Low,6,Final Testing,Evening,3.5,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
928,Electrical Wiring,High,5,Final Testing,Night,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
929,Quality Inspection,High,3,Cell Assembly,Morning,4.2,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
930,Welding,High,5,Cell Assembly,Evening,4.0,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
931,BMS Integration,Medium,2,Cell Assembly,Morning,3.0,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
932,Robotics,Medium,6,Module Assembly,Night,4.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
933,Quality Inspection,High,1,Final Testing,Morning,3.1,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
934,Quality Inspection,Low,4,Cell Assembly,Evening,5.0,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
935,Automation,Medium,6,Final Testing,Flexible,3.5,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
936,Electrical Wiring,Low,6,Cell Assembly,Night,3.7,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
937,Mechanical Assembly,Low,2,Final Testing,Night,3.4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
938,Soldering,Low,5,Module Assembly,Evening,3.9,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
939,Automation,Low,5,Module Assembly,Night,3.0,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
940,Mechanical Assembly,High,5,Pack Assembly,Flexible,4.7,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
941,Quality Inspection,Low,2,Module Assembly,Evening,4.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
942,Electrical Wiring,Low,4,Final Testing,Evening,3.5,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
943,Automation,Medium,4,Final Testing,Evening,4.6,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
944,Automation,Medium,8,Cell Assembly,Night,3.9,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
945,Electrical Wiring,Medium,2,Pack Assembly,Evening,4.9,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
946,Robotics,Medium,5,Pack Assembly,Morning,3.7,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
947,Robotics,High,6,Module Assembly,Morning,4.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
948,Robotics,High,7,Cell Assembly,Night,4.2,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
949,Packaging,Medium,7,Module Assembly,Night,3.6,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
950,Welding,Medium,3,Final Testing,Evening,3.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
951,Quality Inspection,Low,1,Final Testing,Flexible,3.3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
952,Electrical Wiring,Low,7,Module Assembly,Morning,3.4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
953,Automation,High,6,Module Assembly,Flexible,3.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
954,Welding,Low,8,Module Assembly,Flexible,3.6,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
955,Soldering,Low,3,Final Testing,Morning,3.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
956,Electrical Wiring,High,8,Cell Assembly,Flexible,4.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
957,Automation,Medium,7,Module Assembly,Morning,4.2,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
958,Mechanical Assembly,Low,2,Final Testing,Morning,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
959,Welding,Medium,3,Module Assembly,Evening,3.4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
960,Automation,Medium,5,Final Testing,Evening,4.1,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
961,Robotics,Medium,1,Cell Assembly,Flexible,4.1,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
962,Soldering,Medium,4,Module Assembly,Flexible,3.8,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
